TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nfr_mctcnfdn: F (blind) (W/m^2)
194.0,1.8479999999999999,0.9298000000000001,162,0.159175,23.277,-78.75,-2.08475,162.06615,0.926525,100.59767500000001,0.9417,560,272,204,116,592,4.939,-2.604,0.29300000000000004,2.0855,-2.216,0
197.0,1.728,0.9342600000000001,162,0.15969,23.277,-78.9,-2.0845000000000002,162.2845,0.9304,100.8187,0.9469,564,276,203,114,608,4.927,-2.6334999999999997,0.34900000000000003,2.10675,-2.2165,0
198.8,1.608,0.93872,163,0.160205,23.277,-79.05,-2.08425,162.502575,0.9343,101.04310000000001,0.9521,568,280,202,112,624,4.915,-2.663,0.405,2.128,-2.217,0
199.4,1.488,0.94318,163,0.16072,23.277,-79.2,-2.084,162.72065,0.9381999999999999,101.26750000000001,0.9573,572,284,201,110,640,4.84175,-2.6814999999999998,0.36025,2.1260000000000003,-2.19725,0
201.0,1.3679999999999999,0.9477,163,0.16124,23.277,-79.2,-2.084,162.938725,0.9420999999999999,101.4919,0.9625,576,288,200,108,656,4.7684999999999995,-2.7,0.3155,2.124,-2.1775,0
202.3,1.248,0.9522200000000001,164,0.16176000000000001,23.277,-79.2,-2.084,163.1568,0.946,101.7163,0.9667,589,291,201,106,675,4.69525,-2.7185,0.27075,2.122,-2.15775,0
204.8,1.1280000000000001,0.95674,164,0.16228,23.277,-79.2,-2.084,163.44606666666667,0.9512666666666666,102.01733333333334,0.9709,602,294,202,105,694,4.622,-2.737,0.226,2.12,-2.138,0
205.4,1.008,0.96126,164,0.1628,23.277,-79.2,-2.084,163.73533333333333,0.9565333333333333,102.31836666666666,0.9751000000000001,614,298,202,103,714,4.69325,-2.73175,0.25375000000000003,2.2285,-2.1165,0
207.7,0.888,0.96584,164,0.163325,23.277250000000002,-79.1,-2.0835,164.0246,0.9618,102.6194,0.9793000000000001,627,301,203,102,733,4.7645,-2.7265,0.28150000000000003,2.3369999999999997,-2.0949999999999998,0
208.0,0.768,0.9704200000000001,164,0.16385,23.2775,-79.0,-2.083,164.2379,0.9657,102.8436,0.9835,640,304,204,100,752,4.83575,-2.7212500000000004,0.30925,2.4455,-2.0735,0
210.8,0.648,0.975,165,0.164375,23.277749999999997,-78.9,-2.0825,164.4512,0.9696,103.0678,0.988875,632,304,202,99,740,4.907,-2.716,0.337,2.554,-2.052,0
211.3,0.528,0.97958,165,0.1649,23.278,-78.8,-2.082,164.6645,0.9735,103.292,0.99425,624,304,200,98,728,4.9375,-2.68425,0.34500000000000003,2.4507499999999998,-2.05125,0
213.0,0.40800000000000003,0.98422,165,0.1654275,23.278,-77.9,-2.082,164.8778,0.9774,103.5162,0.999625,616,304,198,97,716,4.968,-2.6525,0.353,2.3475,-2.0505,0
215.0,0.28800000000000003,0.9888600000000001,166,0.165955,23.278,-77.0,-2.082,165.09075,0.981325,103.74205,1.005,608,304,196,96,704,4.9985,-2.62075,0.361,2.24425,-2.04975,0
216.8,0.16799999999999998,0.9935,166,0.16648249999999998,23.278,-76.1,-2.082,165.3037,0.98525,103.9679,1.0091999999999999,659,326,201,96,768,5.029,-2.589,0.369,2.141,-2.049,0
217.8,0.048,0.99814,166,0.16701,23.278,-75.2,-2.082,165.51665,0.989175,104.19375,1.0133999999999999,710,349,206,96,832,5.0102,-2.612,0.3376,2.0806,-2.0852,0
218.3,0.024,0.99907,166,0.16903,23.278,-74.85,-2.082,165.7296,0.9931,104.4196,1.0176,762,371,210,96,896,4.9914,-2.6350000000000002,0.3062,2.0202,-2.1214,0
218.4,0.0,1.0,166,0.17105,23.278,-74.5,-2.082,165.940625,0.99705,104.64665,1.0218,813,394,215,96,960,4.9726,-2.658,0.2748,1.9598,-2.1576,0
222.0,-0.1085,1.0042499999999999,166,0.170575,23.278,-75.2,-2.08175,166.15165000000002,1.001,104.8737,1.026,864,416,220,96,1024,4.953799999999999,-2.681,0.2434,1.8994,-2.1938,0
222.8,-0.217,1.0085,166,0.1701,23.278,-75.9,-2.0815,166.362675,1.00495,105.10075,1.0302,883,422,221,94,1050,4.935,-2.704,0.212,1.839,-2.23,0
223.7,-0.3255,1.01275,167,0.169625,23.278,-76.6,-2.08125,166.5737,1.0089,105.3278,1.0344,902,429,222,93,1075,4.689333333333333,-2.645,0.25166666666666665,1.8559999999999999,-2.167,0
224.3,-0.434,1.017,167,0.16915,23.278,-77.3,-2.081,166.85466666666667,1.0142333333333333,105.63193333333334,1.0386,922,435,222,91,1101,4.443666666666667,-2.5860000000000003,0.29133333333333333,1.873,-2.104,0
228.8,-0.5936666666666667,1.0233333333333332,167,0.16985999999999998,23.278333333333332,-77.06666666666666,-2.0806666666666667,167.13563333333332,1.0195666666666665,105.93606666666666,1.0428,941,442,223,90,1126,4.198,-2.527,0.331,1.89,-2.041,0
229.0,-0.7533333333333334,1.0296666666666667,168,0.17057,23.278666666666666,-76.83333333333333,-2.0803333333333334,167.4166,1.0249,106.2402,1.047,960,448,224,88,1152,4.24275,-2.5505,0.33,1.887,-2.04,0
230.1,-0.913,1.036,168,0.17128,23.279,-76.6,-2.08,167.843,1.0330499999999998,106.70415,1.0525,976,452,223,86,1184,4.2875,-2.574,0.329,1.884,-2.0389999999999997,0
234.3,-1.03325,1.040825,168,0.17181749999999998,23.279,-76.625,-2.07975,168.2694,1.0412,107.1681,1.0579999999999998,992,456,222,84,1216,4.33225,-2.5975,0.328,1.8809999999999998,-2.038,0
234.8,-1.1535,1.04565,168,0.17235499999999998,23.279,-76.65,-2.0795000000000003,168.48387499999998,1.04535,107.40355,1.0635,1008,460,221,82,1248,4.377,-2.621,0.327,1.878,-2.037,0
236.0,-1.27375,1.050475,169,0.1728925,23.279,-76.675,-2.07925,168.69835,1.0495,107.639,1.069,1024,464,220,80,1280,4.3481,-2.5992,0.32630000000000003,1.8595,-2.0124,0
236.6,-1.394,1.0553,169,0.17343,23.279,-76.7,-2.079,168.912825,1.05365,107.87445,1.07425,1040,460,221,80,1312,4.3191999999999995,-2.5774,0.3256,1.841,-1.9878,0
239.7,-1.6349999999999998,1.0651,170,0.17452499999999999,23.279,-77.25,-2.0785,169.1273,1.0578,108.1099,1.0795,1056,456,222,80,1344,4.2903,-2.5556,0.3249,1.8225,-1.9631999999999998,0
242.9,-1.876,1.0749,170,0.17562,23.279,-77.8,-2.078,169.4129,1.0634000000000001,108.42566666666666,1.08475,1072,452,223,80,1376,4.2614,-2.5338,0.3242,1.804,-1.9385999999999999,0
243.0,-2.0363333333333333,1.0815,170,0.17634666666666668,23.279333333333334,-79.13333333333333,-2.0773333333333333,169.6985,1.069,108.74143333333333,1.09,1088,448,224,80,1408,4.2325,-2.512,0.3235,1.7855,-1.914,0
245.0,-2.1966666666666668,1.0881,171,0.17707333333333333,23.279666666666667,-80.46666666666667,-2.0766666666666667,169.9841,1.0746,109.0572,1.096,1088,440,222,79,1392,4.2036,-2.4902,0.32280000000000003,1.767,-1.8894,0
248.9,-2.357,1.0947,171,0.1778,23.28,-81.8,-2.076,170.41315,1.0831,109.53295,1.102,1088,432,220,78,1376,4.1747,-2.4684,0.3221,1.7485,-1.8648,0
250.3,-2.4775,1.099725,171,0.17835250000000002,23.28,-81.775,-2.07575,170.8422,1.0916,110.0087,1.108,1088,424,218,77,1360,4.1458,-2.4466,0.3214,1.73,-1.8401999999999998,0
250.7,-2.598,1.1047500000000001,172,0.178905,23.28,-81.75,-2.0755,171.05564999999999,1.095875,110.24667500000001,1.114,1088,416,216,76,1344,4.1169,-2.4248,0.3207,1.7115,-1.8155999999999999,0
254.2,-2.7185,1.109775,172,0.1794575,23.28,-81.725,-2.07525,171.26909999999998,1.10015,110.48465,1.12025,1072,420,217,73,1344,4.088,-2.403,0.32,1.693,-1.791,0
254.7,-2.839,1.1148,172,0.18001,23.28,-81.7,-2.075,171.48255,1.104425,110.722625,1.1265,1056,424,218,70,1344,4.054,-2.3935,0.30925,1.71725,-1.83575,0
255.7,-2.95925,1.119875,172,0.180565,23.28,-80.85,-2.07475,171.696,1.1087,110.9606,1.1327500000000001,1040,428,219,67,1344,4.02,-2.3840000000000003,0.2985,1.7415,-1.8805,0
258.7,-3.0795,1.1249500000000001,172,0.18112,23.28,-80.0,-2.0745,171.90305,1.112875,111.1919,1.139,1024,432,220,64,1344,3.9859999999999998,-2.3745000000000003,0.28775,1.7657500000000002,-1.92525,0
258.8,-3.19975,1.130025,173,0.181675,23.28,-79.15,-2.07425,172.1101,1.1170499999999999,111.42320000000001,1.1431666666666667,1067,448,222,64,1387,3.952,-2.365,0.277,1.79,-1.97,0
260.6,-3.32,1.1351,173,0.18223,23.28,-78.3,-2.074,172.31715,1.121225,111.6545,1.1473333333333333,1109,464,224,64,1429,4.01,-2.3796666666666666,0.28500000000000003,1.7650000000000001,-1.9383333333333332,0
261.0,-3.4166,1.13922,173,0.182678,23.2802,-77.22,-2.0738,172.5242,1.1254,111.8858,1.1515,1152,480,226,64,1472,4.0680000000000005,-2.3943333333333334,0.293,1.74,-1.9066666666666667,0
264.8,-3.5132,1.14334,173,0.183126,23.2804,-76.14,-2.0736,172.93495000000001,1.1338,112.34575000000001,1.1556666666666666,1195,496,228,64,1515,4.126,-2.409,0.301,1.715,-1.875,0
266.3,-3.6098,1.14746,174,0.183574,23.2806,-75.06,-2.0734,173.3457,1.1422,112.8057,1.1598333333333333,1237,512,230,64,1557,4.0725,-2.36575,0.256,1.70775,-1.85825,0
266.7,-3.7064,1.15158,174,0.184022,23.2808,-73.98,-2.0732,173.55057499999998,1.146425,113.03595,1.164,1280,528,232,64,1600,4.019,-2.3225,0.211,1.7005,-1.8415,0
267.0,-3.803,1.1557,174,0.18447,23.281,-72.9,-2.073,173.75545,1.1506500000000002,113.2662,1.1692,1331,560,231,61,1651,3.9655,-2.27925,0.16599999999999998,1.69325,-1.82475,0
270.8,-3.964,1.1626666666666667,174,0.18522333333333332,23.281,-72.73333333333333,-2.0726666666666667,173.960325,1.154875,113.49645,1.1743999999999999,1382,592,230,58,1702,3.912,-2.236,0.121,1.686,-1.808,0
271.7,-4.125,1.1696333333333333,175,0.18597666666666668,23.281,-72.56666666666668,-2.0723333333333334,174.1652,1.1591,113.7267,1.1796,1434,624,230,55,1754,3.94025,-2.20125,0.21225,1.693,-1.658,0
273.8,-4.286,1.1766,175,0.18673,23.281,-72.4,-2.072,174.37015,1.1634,113.9575,1.1847999999999999,1485,656,229,52,1805,3.9685,-2.1665,0.3035,1.7,-1.508,0
274.7,-4.406499999999999,1.181875,175,0.1872975,23.28125,-72.35000000000001,-2.07175,174.57510000000002,1.1677,114.1883,1.19,1536,688,228,49,1856,3.9967500000000005,-2.1317500000000003,0.39475,1.7069999999999999,-1.358,0
276.8,-4.526999999999999,1.18715,176,0.187865,23.2815,-72.30000000000001,-2.0715000000000003,174.78005000000002,1.172,114.4191,1.195,1562,698,234,50,1971,4.025,-2.097,0.486,1.714,-1.208,0
277.0,-4.6475,1.192425,176,0.1884325,23.28175,-72.25,-2.07125,174.985,1.1763,114.6499,1.2,1587,707,239,52,2086,4.0760000000000005,-2.1418,0.39339999999999997,1.7144,-1.3294,0
280.7,-4.768,1.1977,176,0.189,23.282,-72.2,-2.071,175.38985000000002,1.1848,115.10525,1.205,1613,717,245,53,2202,4.127000000000001,-2.1866,0.3008,1.7147999999999999,-1.4507999999999999,0
282.3,-4.88875,1.20305,176,0.18957000000000002,23.282,-71.425,-2.0705,175.7947,1.1933,115.5606,1.21,1638,726,250,55,2317,4.178,-2.2314000000000003,0.20820000000000002,1.7152,-1.5722,0
282.7,-5.0095,1.2084000000000001,176,0.19014,23.282,-70.65,-2.0700000000000003,175.986225,1.1974,115.776175,1.215,1664,736,256,56,2432,4.229,-2.2762000000000002,0.11560000000000004,1.7156,-1.6936,0
282.8,-5.13025,1.21375,177,0.19071,23.282,-69.875,-2.0695,176.17775,1.2015,115.99175,1.2202000000000002,1677,730,259,54,2432,4.28,-2.321,0.023,1.716,-1.815,0
286.9,-5.251,1.2191,177,0.19128,23.282,-69.1,-2.069,176.36927500000002,1.2056,116.207325,1.2254,1690,723,262,53,2432,4.081,-2.289,0.11499999999999999,1.69,-1.8006666666666666,0
287.7,-5.3478,1.22344,177,0.191742,23.282,-68.97999999999999,-2.0688,176.5608,1.2097,116.4229,1.2306000000000001,1702,717,266,51,2432,3.882,-2.257,0.20699999999999996,1.664,-1.7863333333333333,0
288.8,-5.4446,1.22778,177,0.192204,23.282,-68.86,-2.0686,176.81433333333334,1.2151333333333334,116.70856666666667,1.2358,1715,710,269,50,2432,3.683,-2.225,0.299,1.638,-1.772,0
290.7,-5.5414,1.2321199999999999,178,0.192666,23.282,-68.74,-2.0684,177.06786666666667,1.2205666666666666,116.99423333333333,1.241,1728,704,272,48,2432,3.718,-2.20425,0.32899999999999996,1.6452499999999999,-1.7570000000000001,0
293.0,-5.6382,1.23646,178,0.19312800000000002,23.282,-68.62,-2.0682,177.3214,1.226,117.2799,1.2462,1690,710,266,47,2342,3.753,-2.1835,0.359,1.6524999999999999,-1.742,0
294.3,-5.735,1.2408,178,0.19359,23.282,-68.5,-2.068,177.57473333333334,1.2315333333333334,117.56523333333334,1.2514,1651,717,259,46,2253,3.788,-2.16275,0.389,1.65975,-1.7269999999999999,0
294.8,-5.8557500000000005,1.2462749999999998,178,0.19417,23.28225,-68.825,-2.06775,177.82806666666667,1.2370666666666665,117.85056666666667,1.2566,1613,723,253,44,2163,3.823,-2.142,0.419,1.667,-1.712,0
298.3,-5.9765,1.25175,178,0.19475,23.2825,-69.15,-2.0675,178.0814,1.2426,118.1359,1.2618,1574,730,246,43,2074,3.821285714285714,-2.162142857142857,0.45785714285714285,1.6731428571428573,-1.7218571428571428,0
298.7,-6.09725,1.257225,179,0.19533,23.28275,-69.475,-2.06725,178.3351,1.2481333333333333,118.42066666666668,1.267,1536,736,240,42,1984,3.8195714285714284,-2.1822857142857144,0.49671428571428566,1.6792857142857143,-1.7317142857142858,0
301.7,-6.218,1.2627,179,0.19591,23.283,-69.8,-2.067,178.5888,1.2536666666666667,118.70543333333333,1.2756666666666665,1317,661,225,42,1648,3.8178571428571426,-2.2024285714285714,0.5355714285714286,1.6854285714285715,-1.7415714285714285,0
303.7,-6.379666666666667,1.2701333333333333,179,0.19669333333333333,23.283,-70.8,-2.066666666666667,178.8425,1.2592,118.9902,1.2843333333333333,1099,587,211,42,1312,3.8161428571428573,-2.2225714285714284,0.5744285714285714,1.6915714285714285,-1.7514285714285713,0
306.7,-6.541333333333333,1.2775666666666665,180,0.19747666666666666,23.283,-71.8,-2.066333333333333,179.031975,1.2634,119.20335,1.293,880,512,196,42,976,3.8144285714285715,-2.2427142857142854,0.6132857142857142,1.6977142857142857,-1.7612857142857141,0
307.9,-6.703,1.285,180,0.19826,23.283,-72.8,-2.066,179.22145,1.2676,119.4165,1.2973333333333332,824,493,195,41,920,3.8127142857142857,-2.262857142857143,0.6521428571428571,1.7038571428571427,-1.7711428571428571,0
308.2,-6.783833333333334,1.2887499999999998,180,0.19865166666666667,23.283,-72.43333333333334,-2.0656666666666665,179.41092500000002,1.2718,119.62965,1.3016666666666665,768,475,195,40,864,3.811,-2.283,0.691,1.71,-1.781,0
309.0,-6.8646666666666665,1.2925,180,0.19904333333333332,23.283,-72.06666666666666,-2.0653333333333332,179.6004,1.276,119.8428,1.306,712,456,194,39,808,3.734,-2.214,0.526,2.2815000000000003,-1.7094999999999998,0
312.8,-6.9455,1.2962500000000001,180,0.199435,23.283,-71.69999999999999,-2.065,179.97505,1.2844,120.26355,1.3103333333333333,656,437,193,38,752,3.657,-2.145,0.361,2.853,-1.638,0
314.3,-7.0263333333333335,1.3,181,0.19982666666666668,23.283,-71.33333333333333,-2.0646666666666667,180.3497,1.2928,120.6843,1.3146666666666667,600,419,193,37,696,3.657,-2.148,0.40249999999999997,2.54075,-1.6464999999999999,0
314.7,-7.107166666666666,1.30375,181,0.20021833333333333,23.283,-70.96666666666667,-2.0643333333333334,180.53685000000002,1.297025,120.89349999999999,1.319,544,400,192,36,640,3.657,-2.151,0.444,2.2285000000000004,-1.6549999999999998,0
314.8,-7.188,1.3075,181,0.20061,23.283,-70.6,-2.064,180.724,1.30125,121.1027,1.3242,476,346,183,36,544,3.657,-2.154,0.48550000000000004,1.9162500000000002,-1.6635,0
318.8,-7.3486666666666665,1.3150666666666668,181,0.20139666666666667,23.283333333333335,-69.2,-2.0636666666666668,180.91115,1.305475,121.31190000000001,1.3294,408,291,174,36,448,3.657,-2.157,0.527,1.604,-1.672,0
319.7,-7.509333333333333,1.3226333333333333,182,0.20218333333333335,23.283666666666665,-67.8,-2.0633333333333335,181.0983,1.3097,121.5211,1.3346,340,237,166,35,352,3.6557500000000003,-2.12825,0.524,1.5785,-1.6512499999999999,0
321.8,-7.67,1.3302,182,0.20297,23.284,-66.4,-2.063,181.286225,1.3139750000000001,121.730125,1.3397999999999999,272,182,157,35,256,3.6545,-2.0995,0.521,1.553,-1.6305,0
322.7,-7.7915,1.335975,182,0.20357,23.284,-66.45,-2.063,181.47415,1.31825,121.93915000000001,1.345,204,128,148,35,160,3.65325,-2.07075,0.518,1.5275,-1.60975,0
324.8,-7.913,1.34175,182,0.20417000000000002,23.284,-66.5,-2.063,181.662075,1.322525,122.14817500000001,1.3498333333333332,205,127,148,34,163,3.652,-2.042,0.515,1.502,-1.589,0
325.0,-8.034500000000001,1.347525,183,0.20477,23.284,-66.55,-2.063,181.85,1.3268,122.3572,1.3546666666666667,205,127,148,34,167,3.61425,-2.0265,0.51375,1.5145,-1.58825,0
329.3,-8.156,1.3533,183,0.20537,23.284,-66.6,-2.063,182.22385,1.3354,122.7732,1.3595000000000002,206,126,148,34,170,3.5765000000000002,-2.011,0.5125,1.5270000000000001,-1.5875,0
330.3,-8.2532,1.35798,183,0.205852,23.284,-67.1,-2.0626,182.5977,1.344,123.1892,1.3643333333333334,207,125,148,33,173,3.53875,-1.9954999999999998,0.51125,1.5395,-1.58675,0
330.8,-8.3504,1.36266,183,0.206334,23.284,-67.6,-2.0622000000000003,182.84613333333334,1.3497666666666668,123.46526666666666,1.3691666666666666,207,125,148,32,177,3.501,-1.98,0.51,1.552,-1.586,0
331.4,-8.4476,1.36734,184,0.206816,23.284,-68.1,-2.0618,183.09456666666665,1.3555333333333333,123.74133333333333,1.374,208,124,148,32,180,3.5012499999999998,-2.01175,0.52075,1.544,-1.57925,0
335.7,-8.5448,1.37202,184,0.20729799999999998,23.284,-68.6,-2.0614,183.343,1.3613,124.0174,1.3815,213,127,147,32,203,3.5015,-2.0435,0.5315000000000001,1.536,-1.5725,0
336.5,-8.642,1.3767,184,0.20778,23.284,-69.1,-2.061,183.52285,1.3655249999999999,124.21652499999999,1.389,218,130,146,32,226,3.50175,-2.07525,0.54225,1.528,-1.56575,0
336.8,-8.7388,1.38142,184,0.208264,23.2842,-68.94,-2.0606,183.7027,1.36975,124.41565,1.3965,223,133,145,31,249,3.502,-2.107,0.553,1.52,-1.559,0
340.4,-8.8356,1.3861400000000001,184,0.208748,23.284399999999998,-68.78,-2.0602,183.88254999999998,1.3739750000000002,124.61477500000001,1.404,228,136,144,31,272,3.465,-2.072,0.5776666666666667,1.5186666666666666,-1.5423333333333333,0
341.0,-8.9324,1.39086,185,0.209232,23.2846,-68.61999999999999,-2.0598,184.0624,1.3782,124.8139,1.4089999999999998,225,134,145,31,263,3.428,-2.037,0.6023333333333334,1.5173333333333334,-1.5256666666666665,0
342.8,-9.0292,1.39558,185,0.20971599999999999,23.2848,-68.46,-2.0594,184.29816666666667,1.3837333333333335,125.07323333333333,1.414,223,132,145,32,253,3.391,-2.002,0.627,1.516,-1.509,0
343.4,-9.126,1.4003,185,0.2102,23.285,-68.3,-2.059,184.53393333333332,1.3892666666666666,125.33256666666666,1.419,220,130,146,32,244,3.3983333333333334,-2.006,0.6436666666666667,1.5006666666666666,-1.4996666666666667,0
346.3,-9.247499999999999,1.406275,185,0.2108075,23.285,-67.525,-2.05875,184.7697,1.3948,125.5919,1.424,217,128,147,32,235,3.4056666666666664,-2.01,0.6603333333333333,1.4853333333333334,-1.4903333333333333,0
348.8,-9.369,1.41225,186,0.21141500000000002,23.285,-66.75,-2.0585,184.9461,1.399,125.7852,1.4289999999999998,215,126,147,33,225,3.413,-2.014,0.677,1.47,-1.481,0
349.4,-9.4905,1.418225,186,0.2120225,23.285,-65.975,-2.05825,185.1225,1.4032,125.9785,1.434,212,124,148,33,216,3.3945,-1.9867499999999998,0.67525,1.479,-1.467,0
350.4,-9.612,1.4242,186,0.21263,23.285,-65.2,-2.058,185.2989,1.4074,126.17179999999999,1.4402,213,125,146,35,222,3.376,-1.9594999999999998,0.6735,1.488,-1.453,0
351.7,-9.7094,1.42906,186,0.213124,23.2852,-64.42,-2.0578,185.4753,1.4116,126.3651,1.4464,214,126,145,37,227,3.3575,-1.93225,0.6717500000000001,1.4969999999999999,-1.439,0
354.8,-9.8068,1.4339199999999999,186,0.213618,23.2854,-63.64,-2.0576,185.82745,1.42005,126.75005,1.4526000000000001,214,126,143,38,233,3.339,-1.905,0.67,1.506,-1.425,0
357.0,-9.9042,1.43878,187,0.21411200000000002,23.285600000000002,-62.86,-2.0574,186.1796,1.4285,127.135,1.4588,215,127,142,40,238,3.3058888888888887,-1.9033333333333333,0.6823333333333333,1.5024444444444445,-1.4172222222222222,0
358.4,-10.0016,1.4436399999999998,187,0.21460600000000002,23.285800000000002,-62.08,-2.0572,186.41406666666666,1.4342000000000001,127.39086666666667,1.465,216,128,140,42,244,3.272777777777778,-1.9016666666666666,0.6946666666666667,1.498888888888889,-1.4094444444444445,0
358.6,-10.099,1.4485,187,0.2151,23.286,-61.3,-2.057,186.64853333333335,1.4399,127.64673333333334,1.47275,218,132,141,40,251,3.2396666666666665,-1.9,0.7070000000000001,1.4953333333333334,-1.4016666666666666,0
362.3,-10.342,1.46075,188,0.216335,23.286,-60.75,-2.0564999999999998,186.883,1.4456,127.9026,1.4805000000000001,220,136,142,38,258,3.2065555555555556,-1.8983333333333332,0.7193333333333334,1.4917777777777779,-1.393888888888889,0
366.3,-10.585,1.473,188,0.21757,23.286,-60.2,-2.056,187.11553333333333,1.4513,128.15453333333335,1.48825,222,140,143,36,265,3.1734444444444443,-1.8966666666666667,0.7316666666666667,1.4882222222222221,-1.386111111111111,0
367.4,-10.6822,1.4779600000000002,188,0.218068,23.286,-60.36,-2.0556,187.34806666666668,1.4569999999999999,128.40646666666666,1.496,224,144,144,34,272,3.1403333333333334,-1.895,0.744,1.4846666666666666,-1.3783333333333334,0
367.7,-10.7794,1.48292,188,0.218566,23.286,-60.52,-2.0552,187.5806,1.4627,128.6584,1.5022,225,146,146,34,282,3.107222222222222,-1.8933333333333333,0.7563333333333334,1.481111111111111,-1.3705555555555555,0
373.0,-10.8766,1.48788,189,0.219064,23.286,-60.68,-2.0547999999999997,188.2512,1.4792,129.3809,1.5084,226,149,149,35,291,3.074111111111111,-1.8916666666666666,0.7686666666666667,1.4775555555555555,-1.3627777777777779,0
374.2,-10.9738,1.49284,189,0.219562,23.286,-60.84,-2.0544,188.417975,1.4833500000000002,129.5598,1.5146,226,151,151,35,301,3.041,-1.89,0.781,1.474,-1.355,0
374.6,-11.071,1.4978,189,0.22006,23.286,-61.0,-2.054,188.58474999999999,1.4875,129.7387,1.5208,227,154,154,36,310,3.061,-1.8559999999999999,0.77,1.4577499999999999,-1.361,0
376.4,-11.19275,1.504075,189,0.2206875,23.286250000000003,-61.125,-2.05375,188.751525,1.49165,129.9176,1.527,228,156,156,36,320,3.081,-1.822,0.759,1.4415,-1.367,0
378.3,-11.314499999999999,1.5103499999999999,190,0.22131499999999998,23.2865,-61.25,-2.0534999999999997,188.9183,1.4958,130.0965,1.5321666666666667,225,155,155,36,312,3.101,-1.788,0.748,1.4252500000000001,-1.373,0
