TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
2628.8,-106.9775,14.5582,378,1.0668,23.358,-30.3,-1.9432,374.3973,14.066,169.7993,-0.231,0.534,4.42,3.253,0.445,14.512,-314,-403,-640,-787,-237,14.512,-2186,-1270,-2900,-3110,-4819,14.512,-0.1675,-0.4651,-0.2832,-0.3389,-0.0516,14.512,-0.0023,-0.0058,-0.0002,-0.0003,-0.0
2629.0,-107.0412,14.5744,378,1.0677,23.358,-30.35,-1.9434,374.4755,14.0758,169.7949,-0.3043,0.629,4.676,3.3347,0.53,14.524,-307,-406,-640,-790,-254,14.524,-2182,-1274,-2903,-3116,-4844,14.524,-0.1639,-0.4684,-0.2828,-0.3398,-0.0552,14.524,-0.0024,-0.0025,-0.0002,-0.0003,-0.0
2634.3,-107.105,14.5905,378,1.0685,23.358,-30.4,-1.9435,374.7885,14.1153,169.7776,-0.3777,0.724,4.932,3.4163,0.615,14.536,-301,-410,-640,-794,-270,14.536,-2179,-1278,-2907,-3123,-4870,14.536,-0.1602,-0.4717,-0.2824,-0.3407,-0.0588,14.536,-0.0025,0.0009,-0.0002,-0.0003,-0.0
2634.8,-107.1688,14.6066,379,1.0693,23.358,-30.45,-1.9436,374.8935,14.1286,169.7719,-0.451,0.819,5.188,3.498,0.7,14.548,-294,-413,-640,-797,-287,14.548,-2175,-1282,-2910,-3129,-4895,14.548,-0.1566,-0.4749,-0.282,-0.3417,-0.0623,14.548,-0.0026,0.0042,-0.0002,-0.0003,-0.0
2636.3,-107.2325,14.6228,379,1.0702,23.358,-30.5,-1.9438,374.9985,14.1418,169.7663,-0.4816,0.8189,5.1909,3.6685,0.7112,14.56,-288,-416,-640,-800,-304,14.56,-2171,-1286,-2913,-3135,-4920,14.56,-0.1529,-0.4782,-0.2816,-0.3426,-0.0659,14.56,-0.0027,0.0075,-0.0002,-0.0004,-0.0
2639.7,-107.2962,14.6389,379,1.071,23.358,-30.55,-1.9439,375.1035,14.1551,169.7606,-0.5122,0.8188,5.1938,3.839,0.7225,14.58,-293,-427,-640,-827,-268,14.58,-2181,-1298,-2918,-3167,-4898,14.58,-0.1554,-0.4896,-0.2809,-0.3532,-0.0579,14.58,-0.0031,0.0059,-0.0002,-0.0004,-0.0
2641.9,-107.36,14.655,379,1.0718,23.358,-30.6,-1.944,375.2099,14.1686,169.755,-0.5429,0.8186,5.1966,4.0095,0.7338,14.6,-299,-437,-640,-853,-232,14.6,-2190,-1310,-2924,-3198,-4877,14.6,-0.1579,-0.5011,-0.2803,-0.3638,-0.05,14.6,-0.0036,0.0043,-0.0002,-0.0004,-0.0
2644.3,-107.425,14.6712,379,1.0726,23.3581,-30.6625,-1.9439,375.3162,14.182,169.7493,-0.5735,0.8185,5.1995,4.18,0.745,14.62,-304,-448,-640,-880,-196,14.62,-2200,-1322,-2929,-3230,-4855,14.62,-0.1603,-0.5126,-0.2796,-0.3745,-0.0421,14.62,-0.0041,0.0026,-0.0002,-0.0004,-0.0
2645.0,-107.49,14.6875,379,1.0735,23.3583,-30.725,-1.9438,375.4226,14.1955,169.7437,-0.6041,0.8184,5.2024,4.3505,0.7562,14.64,-315,-443,-656,-880,-232,14.64,-2215,-1318,-2950,-3235,-4905,14.64,-0.1656,-0.5057,-0.2859,-0.3737,-0.0496,14.64,-0.006,0.0023,-0.0002,-0.0005,-0.0
2650.3,-107.555,14.7038,379,1.0743,23.3584,-30.7875,-1.9436,375.7417,14.2361,169.7271,-0.6347,0.8182,5.2053,4.521,0.7675,14.66,-325,-437,-672,-880,-268,14.66,-2229,-1314,-2971,-3240,-4956,14.66,-0.1708,-0.4989,-0.2923,-0.3729,-0.0571,14.66,-0.0078,0.0019,-0.0002,-0.0005,-0.0
2652.3,-107.62,14.72,380,1.0752,23.3585,-30.85,-1.9435,375.8481,14.2497,169.7217,-0.6654,0.8181,5.2081,4.6915,0.7788,14.68,-336,-432,-688,-880,-304,14.68,-2244,-1310,-2992,-3245,-5006,14.68,-0.1761,-0.492,-0.2986,-0.3721,-0.0647,14.68,-0.0097,0.0015,-0.0002,-0.0005,-0.0
2654.2,-107.685,14.7362,380,1.076,23.3586,-30.9125,-1.9434,375.9544,14.2632,169.7163,-0.696,0.818,5.211,4.862,0.79,14.692,-333,-426,-682,-890,-301,14.692,-2243,-1304,-2989,-3258,-5011,14.692,-0.1742,-0.4843,-0.2954,-0.3757,-0.0639,14.692,-0.0031,0.0014,-0.0002,-0.0006,-0.0
2655.7,-107.75,14.7525,380,1.0768,23.3588,-30.975,-1.9432,376.0608,14.2768,169.7109,-0.654,0.708,6.469,4.7795,0.7935,14.704,-330,-419,-675,-899,-298,14.704,-2243,-1299,-2986,-3270,-5016,14.704,-0.1723,-0.4766,-0.2923,-0.3792,-0.0631,14.704,0.0036,0.0013,-0.0002,-0.0006,-0.0
2658.8,-107.815,14.7688,380,1.0777,23.3589,-31.0375,-1.9431,376.1406,14.287,169.707,-0.612,0.598,7.727,4.697,0.797,14.716,-326,-413,-669,-909,-294,14.716,-2242,-1293,-2982,-3283,-5022,14.716,-0.1704,-0.4689,-0.2891,-0.3828,-0.0623,14.716,0.0102,0.0012,-0.0002,-0.0007,-0.0
2659.2,-107.88,14.785,380,1.0785,23.359,-31.1,-1.943,376.2204,14.2972,169.703,-0.4212,0.6862,7.502,4.8212,0.845,14.728,-323,-406,-662,-918,-291,14.728,-2242,-1288,-2979,-3295,-5027,14.728,-0.1685,-0.4612,-0.2859,-0.3864,-0.0615,14.728,0.0169,0.0011,-0.0002,-0.0007,-0.0
2660.3,-107.9438,14.8014,380,1.0793,23.359,-31.1,-1.9431,376.3001,14.3073,169.699,-0.2305,0.7745,7.277,4.9455,0.893,14.74,-320,-400,-656,-928,-288,14.74,-2241,-1282,-2976,-3308,-5032,14.74,-0.1666,-0.4535,-0.2828,-0.3899,-0.0607,14.74,0.0235,0.001,-0.0002,-0.0007,-0.0
2661.0,-108.0075,14.8178,380,1.0802,23.359,-31.1,-1.9432,376.3799,14.3175,169.6951,-0.0397,0.8627,7.052,5.0698,0.941,14.755,-328,-408,-672,-932,-296,14.755,-2252,-1291,-2996,-3316,-5050,14.755,-0.1705,-0.462,-0.2892,-0.391,-0.0622,14.755,0.0189,0.0009,-0.0003,-0.0008,-0.0
2664.8,-108.0712,14.8341,380,1.081,23.359,-31.1,-1.9434,376.5394,14.338,169.6874,0.151,0.951,6.827,5.194,0.989,14.77,-336,-416,-688,-936,-304,14.77,-2263,-1300,-3016,-3324,-5069,14.77,-0.1743,-0.4705,-0.2956,-0.392,-0.0638,14.77,0.0143,0.0009,-0.0003,-0.0009,-0.0
2666.3,-108.135,14.8505,380,1.0818,23.359,-31.1,-1.9435,376.699,14.3584,169.6797,0.115,0.8783,7.3233,5.4873,0.985,14.785,-344,-424,-704,-940,-312,14.785,-2274,-1309,-3035,-3331,-5088,14.785,-0.1782,-0.4791,-0.302,-0.3931,-0.0653,14.785,0.0097,0.0008,-0.0003,-0.001,-0.0
2668.3,-108.1988,14.8669,381,1.0827,23.359,-31.1,-1.9436,376.8038,14.3718,169.6747,0.079,0.8057,7.8197,5.7807,0.981,14.8,-352,-432,-720,-944,-320,14.8,-2285,-1318,-3055,-3339,-5106,14.8,-0.1821,-0.4876,-0.3084,-0.3942,-0.0669,14.8,0.0051,0.0008,-0.0003,-0.0011,-0.0
2670.8,-108.2625,14.8832,381,1.0835,23.359,-31.1,-1.9438,376.9086,14.3853,169.6698,0.043,0.733,8.316,6.074,0.977,14.81,-363,-437,-733,-949,-325,14.81,-2298,-1324,-3071,-3347,-5119,14.81,-0.1874,-0.4931,-0.3136,-0.3959,-0.0679,14.81,0.0047,0.0007,-0.0003,-0.0014,-0.0
2671.7,-108.3262,14.8996,381,1.0844,23.359,-31.1,-1.9439,377.0134,14.3987,169.6648,-0.1323,0.8487,8.3777,6.1823,1.0853,14.82,-373,-443,-747,-955,-331,14.82,-2311,-1330,-3088,-3355,-5133,14.82,-0.1926,-0.4986,-0.3189,-0.3977,-0.0688,14.82,0.0044,0.0007,-0.0003,-0.0017,-0.0
2675.4,-108.39,14.916,381,1.0852,23.359,-31.1,-1.944,377.1135,14.4116,169.6602,-0.3077,0.9643,8.4393,6.2907,1.1937,14.83,-384,-448,-760,-960,-336,14.83,-2324,-1336,-3104,-3363,-5146,14.83,-0.1979,-0.5042,-0.3242,-0.3995,-0.0698,14.83,0.004,0.0007,-0.0003,-0.0019,-0.0
2676.8,-108.4478,14.9307,381,1.0859,23.359,-31.0778,-1.944,377.2136,14.4245,169.6556,-0.483,1.08,8.501,6.399,1.302,14.84,-395,-453,-773,-965,-341,14.84,-2337,-1343,-3120,-3371,-5159,14.84,-0.2031,-0.5097,-0.3294,-0.4013,-0.0708,14.84,0.0036,0.0007,-0.0003,-0.0022,-0.0
2677.0,-108.5056,14.9453,381,1.0867,23.359,-31.0556,-1.944,377.3137,14.4374,169.651,-0.501,1.0958,8.8815,6.3882,1.3032,14.85,-405,-459,-787,-971,-347,14.85,-2350,-1349,-3137,-3379,-5173,14.85,-0.2084,-0.5152,-0.3347,-0.403,-0.0718,14.85,0.0033,0.0006,-0.0004,-0.0025,-0.0
2677.3,-108.5633,14.96,381,1.0874,23.359,-31.0333,-1.944,377.4634,14.4567,169.6442,-0.519,1.1115,9.262,6.3775,1.3045,14.86,-416,-464,-800,-976,-352,14.86,-2363,-1355,-3153,-3387,-5186,14.86,-0.2137,-0.5208,-0.34,-0.4048,-0.0728,14.86,0.0029,0.0006,-0.0004,-0.0028,-0.0
2682.3,-108.6211,14.9747,381,1.0882,23.359,-31.0111,-1.944,377.613,14.476,169.6375,-0.537,1.1272,9.6425,6.3668,1.3058,14.8833,-405,-453,-768,-981,-363,14.883333333333333,-2357,-1346,-3126,-3397,-5211,14.8833,-0.2077,-0.5081,-0.3258,-0.4062,-0.0748,14.8833,0.0026,0.0006,-0.0004,-0.0001,-0.0
2682.8,-108.6789,14.9893,382,1.0889,23.359,-30.9889,-1.944,377.7128,14.4889,169.6331,-0.555,1.143,10.023,6.356,1.307,14.9067,-395,-443,-736,-987,-373,14.906666666666666,-2350,-1336,-3099,-3408,-5236,14.9067,-0.2018,-0.4954,-0.3115,-0.4075,-0.0768,14.9067,0.0022,0.0005,-0.0004,0.0026,-0.0
2685.3,-108.7367,15.004,382,1.0897,23.359,-30.9667,-1.944,377.8127,14.5018,169.6288,-0.527,0.9573,10.4583,6.5593,1.2467,14.93,-384,-432,-704,-992,-384,14.93,-2344,-1327,-3072,-3418,-5261,14.93,-0.1959,-0.4827,-0.2973,-0.4089,-0.0787,14.93,0.0018,0.0005,-0.0004,0.0053,-0.0
2687.7,-108.7944,15.0187,382,1.0904,23.359,-30.9444,-1.944,377.9125,14.5147,169.6244,-0.499,0.7717,10.8937,6.7627,1.1863,14.942,-397,-442,-717,-995,-378,14.942,-2359,-1337,-3088,-3424,-5263,14.942,-0.2022,-0.493,-0.3023,-0.4097,-0.0773,14.942,0.0018,0.0005,-0.0004,0.0045,-0.0
2688.8,-108.8522,15.0333,382,1.0912,23.359,-30.9222,-1.944,378.0136,14.5277,169.6201,-0.471,0.586,11.329,6.966,1.126,14.954,-410,-451,-730,-998,-371,14.954,-2374,-1347,-3104,-3430,-5265,14.954,-0.2084,-0.5034,-0.3073,-0.4106,-0.0759,14.954,0.0017,0.0004,-0.0005,0.0037,-0.0
2691.7,-108.91,15.048,382,1.0919,23.359,-30.9,-1.944,378.1147,14.5408,169.6158,-0.4855,0.7135,11.3352,6.9898,1.187,14.966,-422,-461,-742,-1002,-365,14.966,-2390,-1358,-3119,-3436,-5267,14.966,-0.2147,-0.5138,-0.3123,-0.4114,-0.0744,14.966,0.0016,0.0004,-0.0005,0.0029,-0.0001
2693.0,-108.961,15.0613,382,1.0926,23.3591,-30.82,-1.9441,378.2158,14.5538,169.6115,-0.5,0.841,11.3415,7.0135,1.248,14.978,-435,-470,-755,-1005,-358,14.978,-2405,-1368,-3135,-3442,-5269,14.978,-0.2209,-0.5242,-0.3173,-0.4123,-0.073,14.978,0.0015,0.0004,-0.0005,0.0021,-0.0001
2693.3,-109.012,15.0746,382,1.0933,23.3592,-30.74,-1.9442,378.3175,14.5669,169.6073,-0.5145,0.9685,11.3478,7.0372,1.309,14.99,-448,-480,-768,-1008,-352,14.99,-2420,-1378,-3151,-3448,-5271,14.99,-0.2272,-0.5345,-0.3223,-0.4131,-0.0716,14.99,0.0015,0.0004,-0.0006,0.0013,-0.0001
2694.8,-109.063,15.0879,382,1.0939,23.3593,-30.66,-1.9443,378.4193,14.58,169.6031,-0.529,1.096,11.354,7.061,1.37,15.01,-437,-480,-800,-1035,-379,15.01,-2413,-1379,-3188,-3480,-5312,15.01,-0.2213,-0.5337,-0.335,-0.4231,-0.0767,15.01,0.0013,0.0004,-0.0007,0.0011,0.0003
2698.3,-109.114,15.1012,382,1.0946,23.3594,-30.58,-1.9444,378.521,14.5931,169.5989,-0.516,1.046,11.8795,7.4838,1.3958,15.03,-427,-480,-832,-1061,-405,15.03,-2407,-1381,-3225,-3511,-5352,15.03,-0.2155,-0.5329,-0.3476,-0.4332,-0.0819,15.03,0.0012,0.0004,-0.0008,0.0009,0.0006
2701.3,-109.165,15.1145,382,1.0953,23.3595,-30.5,-1.9445,378.6736,14.6128,169.5928,-0.503,0.996,12.405,7.9065,1.4215,15.05,-416,-480,-864,-1088,-432,15.05,-2400,-1382,-3262,-3543,-5393,15.05,-0.2097,-0.5322,-0.3603,-0.4432,-0.0871,15.05,0.0011,0.0003,-0.0009,0.0007,0.001
2703.7,-109.216,15.1278,383,1.096,23.3596,-30.42,-1.9446,378.8262,14.6325,169.5867,-0.49,0.946,12.9305,8.3292,1.4472,15.065,-428,-476,-876,-1088,-408,15.065,-2415,-1379,-3278,-3546,-5380,15.065,-0.2154,-0.5271,-0.3647,-0.4425,-0.0821,15.065,0.001,0.0003,-0.0012,0.0007,0.0007
2708.2,-109.267,15.1411,383,1.0967,23.3597,-30.34,-1.9447,378.9775,14.6521,169.5808,-0.477,0.896,13.456,8.752,1.473,15.08,-440,-472,-888,-1088,-384,15.08,-2430,-1376,-3294,-3550,-5366,15.08,-0.2211,-0.5221,-0.3691,-0.4419,-0.0771,15.08,0.001,0.0003,-0.0015,0.0006,0.0005
2709.0,-109.318,15.1544,383,1.0973,23.3598,-30.26,-1.9448,379.1288,14.6717,169.5749,-0.417,0.934,13.593,8.6082,1.4733,15.095,-452,-468,-900,-1088,-360,15.095,-2445,-1373,-3309,-3554,-5352,15.095,-0.2268,-0.5171,-0.3735,-0.4413,-0.0721,15.095,0.001,0.0003,-0.0017,0.0006,0.0003
2709.3,-109.369,15.1677,383,1.098,23.3599,-30.18,-1.9449,379.2036,14.6814,169.5721,-0.357,0.972,13.73,8.4645,1.4735,15.11,-464,-464,-912,-1088,-336,15.11,-2460,-1370,-3325,-3557,-5339,15.11,-0.2325,-0.5121,-0.378,-0.4407,-0.0672,15.11,0.0009,0.0003,-0.002,0.0005,0.0
2709.9,-109.42,15.181,383,1.0987,23.36,-30.1,-1.945,379.2784,14.6911,169.5692,-0.297,1.01,13.867,8.3208,1.4737,15.125,-480,-468,-908,-1104,-356,15.125,-2479,-1375,-3324,-3576,-5370,15.125,-0.2401,-0.516,-0.3758,-0.4465,-0.071,15.125,0.0009,0.0003,0.0005,0.0005,0.0
2712.8,-109.4778,15.1958,383,1.0995,23.36,-30.0,-1.9449,379.3533,14.7008,169.5664,-0.237,1.048,14.004,8.177,1.474,15.14,-496,-472,-904,-1120,-376,15.14,-2498,-1380,-3324,-3596,-5400,15.14,-0.2477,-0.5198,-0.3736,-0.4523,-0.0748,15.14,0.0009,0.0003,0.0031,0.0004,0.0
2714.3,-109.5356,15.2106,383,1.1002,23.36,-29.9,-1.9448,379.4281,14.7105,169.5636,-0.2553,1.11,14.1207,8.3443,1.5873,15.155,-512,-476,-900,-1136,-396,15.155,-2517,-1385,-3324,-3616,-5430,15.155,-0.2553,-0.5236,-0.3714,-0.4581,-0.0786,15.155,0.0008,0.0003,0.0056,0.0004,0.0
2717.3,-109.5933,15.2253,383,1.101,23.36,-29.8,-1.9447,379.5279,14.7235,169.5599,-0.2737,1.172,14.2373,8.5117,1.7007,15.17,-528,-480,-896,-1152,-416,15.17,-2536,-1390,-3323,-3635,-5461,15.17,-0.2629,-0.5275,-0.3692,-0.464,-0.0825,15.17,0.0008,0.0003,0.0082,0.0004,0.0
2718.8,-109.6511,15.2401,383,1.1017,23.36,-29.7,-1.9446,379.6277,14.7364,169.5563,-0.292,1.234,14.354,8.679,1.814,15.182,-518,-480,-902,-1152,-426,15.182,-2529,-1391,-3332,-3638,-5479,15.182,-0.2579,-0.527,-0.3713,-0.4634,-0.0842,15.182,0.0008,0.0002,0.0068,0.0004,0.0
2719.7,-109.7089,15.2549,384,1.1025,23.36,-29.6,-1.9444,379.7275,14.7494,169.5526,-0.24,1.212,15.1585,8.6665,1.8325,15.194,-509,-480,-909,-1152,-435,15.194,-2522,-1392,-3342,-3641,-5497,15.194,-0.2528,-0.5265,-0.3735,-0.4629,-0.086,15.194,0.0007,0.0002,0.0054,0.0003,0.0
2724.8,-109.7667,15.2697,384,1.1032,23.36,-29.5,-1.9443,379.8776,14.769,169.5473,-0.188,1.19,15.963,8.654,1.851,15.206,-499,-480,-915,-1152,-445,15.206,-2514,-1392,-3351,-3643,-5514,15.206,-0.2478,-0.5261,-0.3757,-0.4624,-0.0877,15.206,0.0007,0.0002,0.004,0.0003,0.0
2725.0,-109.8244,15.2844,384,1.104,23.36,-29.4,-1.9442,380.0278,14.7886,169.542,-0.2016,1.0962,16.2076,8.8644,1.7966,15.218,-490,-480,-922,-1152,-454,15.218,-2507,-1393,-3361,-3646,-5532,15.218,-0.2427,-0.5256,-0.3778,-0.4619,-0.0895,15.218,0.0007,0.0002,0.0026,0.0003,0.0
2725.3,-109.8822,15.2992,384,1.1047,23.36,-29.3,-1.9441,380.1293,14.8019,169.5385,-0.2152,1.0024,16.4522,9.0748,1.7422,15.23,-480,-480,-928,-1152,-464,15.23,-2500,-1394,-3370,-3649,-5550,15.23,-0.2376,-0.5252,-0.38,-0.4614,-0.0912,15.23,0.0006,0.0002,0.0013,0.0003,0.0
2726.1,-109.94,15.314,384,1.1055,23.36,-29.2,-1.944,380.2309,14.8151,169.535,-0.2288,0.9086,16.6968,9.2852,1.6878,15.2475,-484,-480,-952,-1152,-452,15.2475,-2507,-1395,-3398,-3652,-5548,15.2475,-0.2393,-0.5247,-0.3892,-0.4607,-0.0887,15.2475,0.0006,0.0002,0.0011,0.0003,0.0
2730.3,-109.9967,15.3289,384,1.1063,23.3601,-29.2556,-1.9441,380.3324,14.8284,169.5315,-0.2424,0.8148,16.9414,9.4956,1.6334,15.265,-488,-480,-976,-1152,-440,15.265,-2514,-1396,-3425,-3656,-5547,15.265,-0.2409,-0.5243,-0.3985,-0.4601,-0.0862,15.265,0.0006,0.0002,0.001,0.0003,0.0
2730.8,-110.0533,15.3438,384,1.107,23.3602,-29.3111,-1.9442,380.4341,14.8417,169.5281,-0.256,0.721,17.186,9.706,1.579,15.2825,-492,-480,-1000,-1152,-428,15.2825,-2520,-1396,-3452,-3660,-5546,15.2825,-0.2426,-0.5239,-0.4077,-0.4594,-0.0837,15.2825,0.0006,0.0002,0.0008,0.0002,0.0
2733.3,-110.11,15.3587,384,1.1078,23.3603,-29.3667,-1.9443,380.5359,14.8551,169.5248,-0.3193,0.557,17.8317,9.795,1.501,15.3,-496,-480,-1024,-1152,-416,15.3,-2527,-1397,-3480,-3663,-5544,15.3,-0.2442,-0.5234,-0.4169,-0.4588,-0.0811,15.3,0.0006,0.0002,0.0007,0.0002,0.0
2735.7,-110.1667,15.3736,384,1.1085,23.3604,-29.4222,-1.9444,380.6376,14.8684,169.5214,-0.3827,0.393,18.4773,9.884,1.423,15.315,-504,-480,-1016,-1152,-428,15.315,-2538,-1398,-3476,-3666,-5566,15.315,-0.2478,-0.5229,-0.4131,-0.4581,-0.0833,15.315,0.0005,0.0002,0.0006,0.0002,0.0
2736.8,-110.2233,15.3884,385,1.1093,23.3606,-29.4778,-1.9446,380.7897,14.8884,169.5166,-0.446,0.229,19.123,9.973,1.345,15.33,-512,-480,-1008,-1152,-440,15.33,-2549,-1399,-3472,-3670,-5589,15.33,-0.2513,-0.5223,-0.4092,-0.4575,-0.0854,15.33,0.0005,0.0002,0.0006,0.0002,0.0
2741.0,-110.28,15.4033,385,1.11,23.3607,-29.5333,-1.9447,380.9418,14.9083,169.5117,-0.2503,0.3903,18.687,10.236,1.512,15.345,-520,-480,-1000,-1152,-452,15.345,-2560,-1400,-3467,-3674,-5612,15.345,-0.2549,-0.5217,-0.4053,-0.4569,-0.0876,15.345,0.0005,0.0002,0.0005,0.0002,0.0
2741.3,-110.3367,15.4182,385,1.1108,23.3608,-29.5889,-1.9448,381.0162,14.9181,169.5094,-0.0547,0.5517,18.251,10.499,1.679,15.36,-528,-480,-992,-1152,-464,15.36,-2571,-1401,-3463,-3677,-5634,15.36,-0.2584,-0.5212,-0.4015,-0.4562,-0.0897,15.36,0.0005,0.0002,0.0005,0.0002,0.0
2742.8,-110.3933,15.4331,385,1.1115,23.3609,-29.6444,-1.9449,381.0906,14.9279,169.5072,0.141,0.713,17.815,10.762,1.846,15.372,-544,-486,-995,-1165,-470,15.372,-2589,-1408,-3469,-3693,-5649,15.372,-0.2659,-0.5276,-0.4023,-0.4608,-0.0908,15.372,0.0005,0.0002,0.0004,0.0002,0.0
2744.2,-110.45,15.448,385,1.1123,23.361,-29.7,-1.945,381.1651,14.9377,169.5049,-0.024,0.8737,17.875,10.749,1.901,15.384,-560,-493,-998,-1178,-477,15.384,-2608,-1415,-3475,-3708,-5664,15.384,-0.2734,-0.5341,-0.4031,-0.4653,-0.0919,15.384,0.0005,0.0002,0.0004,0.0002,0.0
2746.3,-110.5067,15.463,385,1.1131,23.361,-29.6667,-1.9449,381.2395,14.9475,169.5026,-0.189,1.0343,17.935,10.736,1.956,15.396,-576,-499,-1002,-1190,-483,15.396,-2626,-1423,-3481,-3724,-5679,15.396,-0.2809,-0.5406,-0.404,-0.4699,-0.093,15.396,0.0005,0.0002,0.0004,0.0002,0.0
2748.8,-110.5633,15.478,385,1.1138,23.361,-29.6333,-1.9448,381.3382,14.9605,169.4997,-0.354,1.195,17.995,10.723,2.011,15.408,-592,-506,-1005,-1203,-490,15.408,-2645,-1430,-3487,-3739,-5694,15.408,-0.2884,-0.547,-0.4048,-0.4744,-0.0941,15.408,0.0005,0.0002,0.0004,0.0002,0.0
2749.3,-110.62,15.493,385,1.1146,23.361,-29.6,-1.9447,381.437,14.9736,169.4967,-0.253,1.335,18.5037,10.6487,2.1203,15.42,-608,-512,-1008,-1216,-496,15.42,-2663,-1437,-3493,-3755,-5709,15.42,-0.2959,-0.5535,-0.4056,-0.4789,-0.0951,15.42,0.0005,0.0002,0.0003,0.0002,0.0
2751.7,-110.6767,15.508,385,1.1153,23.361,-29.5667,-1.9446,381.5357,14.9866,169.4938,-0.152,1.475,19.0123,10.5743,2.2297,15.435,-600,-508,-1028,-1216,-488,15.435,-2658,-1434,-3516,-3758,-5711,15.435,-0.2916,-0.5488,-0.4131,-0.4783,-0.0934,15.435,0.0004,0.0002,0.0003,0.0002,0.0
2754.8,-110.7333,15.523,386,1.1161,23.361,-29.5333,-1.9444,381.6838,15.0062,169.4896,-0.051,1.615,19.521,10.5,2.339,15.45,-592,-504,-1048,-1216,-480,15.45,-2652,-1430,-3540,-3762,-5714,15.45,-0.2873,-0.544,-0.4205,-0.4777,-0.0917,15.45,0.0004,0.0001,0.0003,0.0002,0.0
2757.0,-110.79,15.538,386,1.1168,23.361,-29.5,-1.9443,381.8319,15.0258,169.4854,0.0581,1.5919,19.7082,10.6521,2.3497,15.465,-584,-500,-1068,-1216,-472,15.465,-2647,-1427,-3564,-3765,-5716,15.465,-0.2831,-0.5392,-0.4279,-0.4771,-0.09,15.465,0.0004,0.0001,0.0003,0.0001,0.0
2757.3,-110.8467,15.553,386,1.1176,23.361,-29.4667,-1.9442,381.9813,15.0456,169.4814,0.1672,1.5688,19.8954,10.8042,2.3603,15.48,-576,-496,-1088,-1216,-464,15.48,-2642,-1424,-3587,-3768,-5718,15.48,-0.2788,-0.5345,-0.4354,-0.4765,-0.0883,15.48,0.0004,0.0001,0.0003,0.0001,0.0
2762.3,-110.9033,15.568,386,1.1183,23.361,-29.4333,-1.9441,382.1306,15.0653,169.4773,0.2763,1.5457,20.0827,10.9563,2.371,15.5033,-608,-512,-1088,-1216,-475,15.503333333333334,-2678,-1441,-3592,-3772,-5742,15.5033,-0.2937,-0.5509,-0.4346,-0.4757,-0.0901,15.5033,0.0004,0.0001,0.0003,0.0001,0.0
2762.4,-110.96,15.583,386,1.1191,23.361,-29.4,-1.944,382.2313,15.0787,169.4747,0.3854,1.5226,20.2699,11.1084,2.3817,15.5267,-640,-528,-1088,-1216,-485,15.526666666666667,-2713,-1459,-3596,-3777,-5767,15.5267,-0.3086,-0.5673,-0.4338,-0.4749,-0.0919,15.5267,0.0004,0.0001,0.0002,0.0001,0.0
2765.3,-111.0343,15.6026,386,1.1201,23.361,-29.5286,-1.9439,382.3319,15.092,169.4721,0.4946,1.4994,20.4571,11.2606,2.3923,15.55,-672,-544,-1088,-1216,-496,15.55,-2749,-1476,-3601,-3781,-5791,15.55,-0.3235,-0.5837,-0.4329,-0.4741,-0.0937,15.55,0.0004,0.0001,0.0002,0.0001,0.0
